Account_No,Age,Gender,Education,Marital_Status,Acc_Type,Months_On_Bank,Credit_Card,Credit_Score,Estimated_Income,Cust_id
4998368279,51,Male,Doctorate,Single,Savings,40,Yes,642,120K +,2980
4998368280,46,Male,Unknown,Divorced,Savings,41,Yes,850,60K - 80K,2981
4998368281,46,Male,College,Married,Savings,39,Yes,616,80K - 120K,2982
4998368282,45,Male,Unknown,Married,Savings,43,Yes,526,40K - 60K,2983
4998368283,52,Male,College,Married,Savings,35,Yes,523,80K - 120K,2984
4998368284,48,Male,Graduate,Married,Savings,35,Yes,663,80K - 120K,2985
4998368285,47,Male,Unknown,Single,Savings,30,Yes,840,80K - 120K,2986
4998368286,49,Male,High School,Married,Savings,42,Yes,570,80K - 120K,2987
4998368287,43,Male,Unknown,Married,Savings,26,No,676,80K - 120K,2988
4998368288,47,Female,Uneducated,Single,Savings,47,Yes,689,40K - 60K,2989
4998368289,55,Male,Unknown,Married,Savings,45,Yes,703,80K - 120K,2990
4998368290,41,Female,Post-Graduate,Married,Savings,19,No,491,Less than 40K,2991
4998368291,44,Male,High School,Married,Savings,49,Yes,584,80K - 120K,2992
4998368292,35,Female,Uneducated,Married,Savings,51,No,810,Less than 40K,2993
4998368293,40,Female,Unknown,Married,Savings,59,Yes,745,Unknown,2994
4998368294,32,Female,High School,Single,Current,39,No,625,Less than 40K,2995
4998368295,50,Male,Unknown,Married,Savings,29,Yes,535,60K - 80K,2996
4998368296,38,Male,College,Single,Savings,45,Yes,729,60K - 80K,2997
4998368297,39,Male,High School,Single,Savings,26,No,655,120K +,2998
4998368298,48,Female,Graduate,Divorced,Savings,47,Yes,751,Less than 40K,2999
4998368299,52,Female,College,Single,Savings,33,No,525,Less than 40K,3000
4998368300,49,Male,Graduate,Unknown,Savings,40,No,532,60K - 80K,3001
4998368301,46,Female,Graduate,Single,Current,43,Yes,696,Less than 40K,3002
4998368302,38,Female,Doctorate,Married,Savings,32,No,786,Less than 40K,3003
4998368303,60,Male,College,Single,Current,55,No,580,80K - 120K,3004
4998368304,48,Male,High School,Single,Savings,47,Yes,596,80K - 120K,3005
4998368305,45,Female,Graduate,Single,Savings,39,Yes,683,Less than 40K,3006
4998368306,47,Male,Unknown,Unknown,Savings,45,Yes,747,60K - 80K,3007
4998368307,43,Male,Doctorate,Divorced,Savings,33,No,602,40K - 60K,3008
4998368308,41,Female,Graduate,Married,Savings,62,No,779,40K - 60K,3009
4998368309,53,Male,Unknown,Single,Savings,31,Yes,551,60K - 80K,3010
4998368310,50,Male,Post-Graduate,Married,Current,47,Yes,666,120K +,3011
4998368311,56,Male,Graduate,Married,Savings,30,Yes,526,80K - 120K,3012
4998368312,63,Female,Uneducated,Unknown,Savings,41,Yes,849,40K - 60K,3013
4998368313,53,Female,High School,Single,Savings,27,Yes,471,Less than 40K,3014
4998368314,35,Female,High School,Married,Savings,43,Yes,628,Less than 40K,3015
4998368315,51,Male,College,Married,Savings,43,Yes,674,80K - 120K,3016
4998368316,51,Female,Graduate,Single,Savings,32,No,797,Less than 40K,3017
4998368317,44,Male,Unknown,Single,Current,29,Yes,590,80K - 120K,3018
4998368318,38,Male,Graduate,Single,Savings,27,Yes,588,60K - 80K,3019
4998368319,40,Female,Graduate,Divorced,Savings,29,Yes,577,Unknown,3020
4998368320,48,Male,Graduate,Divorced,Savings,38,No,571,80K - 120K,3021
4998368321,42,Female,High School,Single,Current,36,Yes,680,Less than 40K,3022
4998368322,50,Male,Graduate,Married,Savings,27,Yes,648,120K +,3023
4998368323,54,Female,Graduate,Single,Savings,39,Yes,618,Less than 40K,3024
4998368324,38,Male,High School,Single,Current,41,No,648,60K - 80K,3025
4998368325,55,Male,Post-Graduate,Single,Savings,39,Yes,759,80K - 120K,3026
4998368326,46,Male,High School,Married,Savings,40,No,585,60K - 80K,3027
4998368327,49,Female,Doctorate,Married,Savings,42,No,774,Unknown,3028
4998368328,38,Male,Unknown,Single,Savings,48,Yes,697,80K - 120K,3029
4998368329,50,Male,Uneducated,Divorced,Savings,39,Yes,605,60K - 80K,3030
4998368330,40,Female,Graduate,Single,Savings,20,No,676,Less than 40K,3031
4998368331,32,Male,High School,Single,Savings,22,Yes,678,60K - 80K,3032
4998368332,49,Male,Graduate,Single,Savings,45,Yes,495,60K - 80K,3033
4998368333,53,Male,Post-Graduate,Married,Savings,85,Yes,787,80K - 120K,3034
4998368334,57,Male,Graduate,Married,Savings,36,Yes,770,80K - 120K,3035
4998368335,64,Female,Graduate,Single,Savings,45,No,817,Less than 40K,3036
4998368336,34,Male,Unknown,Unknown,Savings,43,Yes,659,80K - 120K,3037
4998368337,43,Male,Uneducated,Single,Savings,21,Yes,693,120K +,3038
4998368338,42,Female,Doctorate,Married,Savings,47,Yes,744,Less than 40K,3039
4998368339,48,Male,Uneducated,Single,Savings,26,Yes,829,120K +,3040
4998368340,49,Male,High School,Single,Savings,38,Yes,716,120K +,3041
4998368341,57,Male,College,Single,Savings,34,Yes,671,60K - 80K,3042
4998368342,44,Male,Graduate,Single,Savings,29,No,835,40K - 60K,3043
4998368343,63,Female,Graduate,Single,Salary,38,Yes,636,Less than 40K,3044
4998368344,43,Male,Graduate,Single,Savings,29,Yes,649,60K - 80K,3045
4998368345,33,Male,High School,Single,Savings,27,Yes,621,40K - 60K,3046
4998368346,55,Male,Graduate,Single,Current,31,No,658,80K - 120K,3047
4998368347,50,Male,Graduate,Married,Savings,48,Yes,784,80K - 120K,3048
4998368348,49,Female,Unknown,Unknown,Savings,37,Yes,783,Less than 40K,3049
4998368349,48,Male,Post-Graduate,Unknown,Savings,32,Yes,615,120K +,3050
4998368350,47,Female,High School,Unknown,Savings,44,Yes,791,Less than 40K,3051
4998368351,35,Female,Uneducated,Single,Savings,53,Yes,762,Less than 40K,3052
4998368352,31,Female,Graduate,Single,Savings,35,Yes,607,Less than 40K,3053
4998368353,50,Male,Uneducated,Single,Savings,34,Yes,601,80K - 120K,3054
4998368354,38,Male,Graduate,Single,Savings,67,No,540,80K - 120K,3055
4998368355,39,Male,Graduate,Single,Savings,44,Yes,812,60K - 80K,3056
4998368356,52,Female,High School,Single,Savings,58,Yes,685,Less than 40K,3057
4998368357,49,Female,Graduate,Married,Savings,33,Yes,680,40K - 60K,3058
4998368358,49,Male,Uneducated,Married,Savings,58,Yes,680,40K - 60K,3059
4998368359,44,Male,High School,Divorced,Savings,33,No,631,60K - 80K,3060
4998368360,36,Male,Graduate,Single,Savings,43,Yes,569,120K +,3061
4998368361,44,Male,Unknown,Married,Savings,33,Yes,584,80K - 120K,3062
4998368362,44,Male,Graduate,Single,Savings,40,Yes,582,60K - 80K,3063
4998368363,35,Male,Uneducated,Single,Savings,32,Yes,609,60K - 80K,3064
4998368364,45,Male,Graduate,Married,Savings,35,Yes,506,80K - 120K,3065
4998368365,56,Male,College,Single,Savings,42,Yes,503,80K - 120K,3066
4998368366,37,Female,Graduate,Single,Current,28,Yes,503,Less than 40K,3067
4998368367,48,Female,Uneducated,Married,Savings,31,Yes,806,Less than 40K,3068
4998368368,43,Female,Graduate,Divorced,Savings,31,Yes,653,Unknown,3069
4998368369,45,Male,Unknown,Married,Savings,43,Yes,666,80K - 120K,3070
4998368370,54,Male,Graduate,Single,Savings,32,Yes,674,80K - 120K,3071
4998368371,46,Male,Post-Graduate,Single,Savings,32,No,798,60K - 80K,3072
4998368372,44,Female,Doctorate,Married,Savings,30,Yes,740,Unknown,3073
4998368373,44,Male,Graduate,Single,Savings,32,Yes,531,60K - 80K,3074
4998368374,38,Male,Graduate,Single,Savings,44,Yes,614,60K - 80K,3075
4998368375,55,Female,Post-Graduate,Divorced,Savings,35,Yes,556,Less than 40K,3076
4998368376,50,Male,Unknown,Single,Savings,43,Yes,678,120K +,3077
4998368377,42,Female,Graduate,Married,Savings,33,Yes,587,Less than 40K,3078
4998368378,49,Female,Uneducated,Divorced,Savings,36,Yes,527,Less than 40K,3079
4998368379,31,Female,Graduate,Single,Savings,34,No,757,Less than 40K,3080
4998368380,51,Male,Unknown,Unknown,Savings,28,Yes,468,80K - 120K,3081
4998368381,47,Female,High School,Married,Savings,29,No,693,Less than 40K,3082
4998368382,30,Female,Graduate,Married,Savings,44,Yes,483,Less than 40K,3083
4998368383,46,Male,Unknown,Unknown,Savings,40,Yes,466,120K +,3084
4998368384,45,Female,High School,Divorced,Savings,30,Yes,770,Less than 40K,3085
4998368385,53,Female,College,Married,Savings,54,Yes,734,Unknown,3086
4998368386,62,Male,Unknown,Single,Current,22,Yes,716,40K - 60K,3087
4998368387,65,Female,Unknown,Single,Savings,36,Yes,439,Unknown,3088
4998368388,44,Female,Unknown,Married,Savings,25,Yes,538,Unknown,3089
4998368389,51,Male,Post-Graduate,Married,Savings,40,Yes,743,40K - 60K,3090
4998368390,28,Female,Uneducated,Single,Current,43,No,734,Less than 40K,3091
4998368391,49,Male,Unknown,Single,Savings,37,No,656,Less than 40K,3092
4998368392,44,Female,High School,Married,Savings,31,No,666,Less than 40K,3093
4998368393,55,Male,College,Single,Savings,41,No,627,120K +,3094
4998368394,49,Male,Graduate,Single,Savings,25,No,480,60K - 80K,3095
4998368395,34,Female,High School,Single,Savings,19,Yes,792,Less than 40K,3096
4998368396,50,Male,Unknown,Married,Savings,59,No,613,80K - 120K,3097
4998368397,42,Male,Graduate,Divorced,Savings,30,Yes,476,80K - 120K,3098
4998368398,53,Female,Uneducated,Divorced,Current,24,Yes,539,40K - 60K,3099
4998368399,53,Male,High School,Single,Savings,60,Yes,696,60K - 80K,3100
4998368400,32,Male,High School,Married,Savings,35,Yes,810,40K - 60K,3101
4998368401,48,Male,Unknown,Married,Current,32,Yes,763,60K - 80K,3102
4998368402,35,Male,Graduate,Single,Savings,29,Yes,640,60K - 80K,3103
4998368403,45,Male,Graduate,Married,Savings,47,Yes,655,80K - 120K,3104
4998368404,45,Male,College,Single,Savings,31,Yes,526,80K - 120K,3105
4998368405,53,Female,Unknown,Single,Savings,28,Yes,678,40K - 60K,3106
4998368406,42,Male,Unknown,Single,Savings,45,Yes,554,80K - 120K,3107
4998368407,43,Female,Graduate,Married,Current,30,Yes,597,Less than 40K,3108
4998368408,55,Female,Unknown,Single,Savings,28,Yes,560,Less than 40K,3109
4998368409,38,Male,Graduate,Married,Savings,47,No,850,60K - 80K,3110
4998368410,39,Female,Uneducated,Single,Savings,74,Yes,546,Less than 40K,3111
4998368411,51,Female,College,Married,Savings,42,Yes,623,Unknown,3112
4998368412,44,Male,High School,Married,Savings,40,Yes,698,80K - 120K,3113
4998368413,42,Male,Unknown,Single,Salary,32,Yes,620,120K +,3114
4998368414,63,Female,College,Single,Savings,40,Yes,619,40K - 60K,3115
4998368415,39,Male,Graduate,Divorced,Savings,21,Yes,561,60K - 80K,3116
4998368416,52,Male,High School,Single,Savings,39,Yes,753,120K +,3117
4998368417,57,Female,High School,Divorced,Savings,43,No,721,Less than 40K,3118
4998368418,36,Male,High School,Married,Savings,33,Yes,451,120K +,3119
4998368419,42,Female,College,Married,Savings,51,No,680,Less than 40K,3120
4998368420,52,Male,Graduate,Married,Savings,23,Yes,590,40K - 60K,3121
4998368421,40,Female,Graduate,Divorced,Savings,27,Yes,634,Less than 40K,3122
4998368422,40,Female,College,Single,Savings,29,Yes,676,Less than 40K,3123
4998368423,38,Male,Unknown,Married,Savings,30,Yes,642,120K +,3124
4998368424,44,Male,High School,Married,Savings,39,Yes,760,60K - 80K,3125
4998368425,43,Male,Graduate,Married,Savings,26,Yes,736,120K +,3126
4998368426,45,Male,Graduate,Married,Savings,43,Yes,656,60K - 80K,3127
4998368427,34,Female,Graduate,Single,Current,33,No,776,Unknown,3128
4998368428,49,Male,Unknown,Single,Savings,34,No,832,120K +,3129
4998368429,53,Female,College,Divorced,Savings,37,Yes,631,Unknown,3130
4998368430,38,Male,College,Single,Savings,56,Yes,795,60K - 80K,3131
4998368431,36,Male,Graduate,Single,Savings,39,No,648,80K - 120K,3132
4998368432,48,Male,Unknown,Married,Savings,39,Yes,615,40K - 60K,3133
4998368433,53,Female,Uneducated,Single,Current,27,Yes,682,40K - 60K,3134
4998368434,49,Female,Uneducated,Married,Savings,34,Yes,694,40K - 60K,3135
4998368435,37,Male,High School,Unknown,Savings,37,No,694,120K +,3136
4998368436,44,Male,Graduate,Married,Savings,44,Yes,607,80K - 120K,3137
4998368437,42,Female,Unknown,Single,Savings,48,Yes,664,Unknown,3138
4998368438,48,Male,Unknown,Divorced,Savings,60,Yes,756,40K - 60K,3139
4998368439,60,Female,Graduate,Single,Savings,40,Yes,645,Unknown,3140
4998368440,49,Female,High School,Married,Savings,30,Yes,653,Unknown,3141
4998368441,37,Male,High School,Single,Savings,24,No,710,60K - 80K,3142
4998368442,57,Female,Post-Graduate,Single,Savings,76,No,697,40K - 60K,3143
4998368443,59,Female,College,Unknown,Savings,41,Yes,619,Less than 40K,3144
4998368444,46,Female,Uneducated,Single,Savings,55,No,648,Unknown,3145
4998368445,39,Female,Graduate,Single,Savings,48,No,482,Less than 40K,3146
4998368446,40,Male,Unknown,Married,Savings,28,Yes,548,120K +,3147
4998368447,49,Male,Unknown,Married,Current,44,Yes,752,60K - 80K,3148
4998368448,53,Male,Unknown,Single,Savings,39,Yes,648,120K +,3149
4998368449,59,Female,Graduate,Single,Current,34,Yes,643,40K - 60K,3150
4998368450,63,Male,High School,Single,Savings,35,No,573,60K - 80K,3151
4998368451,36,Male,High School,Single,Savings,39,No,686,80K - 120K,3152
4998368452,64,Male,Graduate,Single,Savings,40,Yes,644,Less than 40K,3153
4998368453,39,Male,Graduate,Married,Savings,29,Yes,702,80K - 120K,3154
4998368454,50,Female,High School,Married,Savings,51,No,652,Less than 40K,3155
4998368455,38,Female,Uneducated,Single,Savings,32,Yes,641,Unknown,3156
4998368456,45,Male,Uneducated,Unknown,Savings,41,Yes,692,60K - 80K,3157
4998368457,47,Male,Graduate,Unknown,Savings,34,No,574,40K - 60K,3158
4998368458,54,Female,High School,Single,Savings,31,Yes,643,Unknown,3159
4998368459,40,Female,Graduate,Married,Savings,23,Yes,834,Less than 40K,3160
4998368460,52,Male,High School,Single,Savings,28,Yes,591,60K - 80K,3161
4998368461,63,Male,Graduate,Single,Savings,34,No,470,Unknown,3162
4998368462,48,Female,Graduate,Single,Savings,34,No,608,Unknown,3163
4998368463,46,Male,College,Married,Savings,37,Yes,649,60K - 80K,3164
4998368464,52,Male,High School,Single,Savings,38,Yes,665,80K - 120K,3165
4998368465,45,Male,Graduate,Married,Current,39,Yes,651,60K - 80K,3166
4998368466,48,Male,Unknown,Married,Savings,62,No,555,80K - 120K,3167
4998368467,59,Male,Graduate,Married,Savings,48,Yes,637,60K - 80K,3168
4998368468,47,Male,Uneducated,Divorced,Current,49,Yes,675,120K +,3169
4998368469,55,Female,College,Single,Savings,40,Yes,677,Less than 40K,3170
4998368470,53,Male,Unknown,Married,Savings,35,No,850,80K - 120K,3171
4998368471,41,Female,Unknown,Single,Savings,56,Yes,815,40K - 60K,3172
4998368472,40,Male,Graduate,Single,Savings,32,No,665,40K - 60K,3173
4998368473,52,Female,High School,Single,Savings,27,Yes,485,Less than 40K,3174
4998368474,59,Male,Graduate,Single,Savings,43,Yes,577,Less than 40K,3175
4998368475,36,Female,Uneducated,Married,Savings,35,Yes,586,Unknown,3176
4998368476,59,Male,Graduate,Single,Savings,29,Yes,722,60K - 80K,3177
4998368477,41,Male,High School,Married,Savings,27,No,528,60K - 80K,3178
4998368478,38,Male,Post-Graduate,Single,Savings,39,Yes,542,80K - 120K,3179
4998368479,44,Female,High School,Single,Savings,34,Yes,552,40K - 60K,3180
4998368480,42,Female,Uneducated,Single,Current,60,Yes,678,Less than 40K,3181
4998368481,48,Female,Graduate,Married,Savings,37,Yes,575,Less than 40K,3182
4998368482,57,Female,Unknown,Married,Savings,43,Yes,669,Less than 40K,3183
4998368483,34,Male,Uneducated,Single,Savings,43,Yes,636,120K +,3184
4998368484,50,Female,Uneducated,Single,Savings,55,Yes,667,Less than 40K,3185
4998368485,41,Male,Uneducated,Single,Savings,45,Yes,652,80K - 120K,3186
4998368486,50,Male,Graduate,Married,Savings,36,Yes,637,40K - 60K,3187
4998368487,49,Male,High School,Single,Savings,45,No,516,120K +,3188
4998368488,47,Male,Unknown,Unknown,Savings,32,Yes,801,120K +,3189
4998368489,45,Female,Graduate,Married,Savings,42,Yes,692,Less than 40K,3190
4998368490,47,Male,High School,Married,Savings,28,Yes,585,60K - 80K,3191
4998368491,43,Male,Graduate,Married,Savings,32,Yes,590,80K - 120K,3192
4998368492,39,Male,Uneducated,Single,Savings,66,Yes,554,40K - 60K,3193
4998368493,36,Male,Uneducated,Unknown,Savings,49,Yes,659,120K +,3194
4998368494,44,Male,Unknown,Single,Savings,26,Yes,690,60K - 80K,3195
4998368495,47,Male,Unknown,Single,Savings,29,No,697,60K - 80K,3196
4998368496,41,Female,High School,Single,Savings,36,Yes,610,Less than 40K,3197
4998368497,42,Male,Graduate,Married,Savings,36,No,599,40K - 60K,3198
4998368498,48,Male,Doctorate,Married,Savings,23,Yes,544,80K - 120K,3199
4998368499,46,Male,Graduate,Single,Savings,46,Yes,548,80K - 120K,3200
4998368500,46,Female,Uneducated,Single,Savings,24,Yes,635,Unknown,3201
4998368501,46,Female,Graduate,Married,Savings,20,Yes,722,40K - 60K,3202
4998368502,52,Male,Uneducated,Divorced,Savings,33,Yes,564,120K +,3203
4998368503,56,Male,Uneducated,Divorced,Savings,69,Yes,719,60K - 80K,3204
4998368504,38,Female,Unknown,Married,Savings,50,No,547,Less than 40K,3205
4998368505,41,Male,High School,Single,Savings,42,Yes,850,80K - 120K,3206
4998368506,51,Male,Graduate,Married,Savings,60,Yes,515,40K - 60K,3207
4998368507,26,Female,Unknown,Unknown,Savings,56,No,667,Unknown,3208
4998368508,51,Male,Graduate,Married,Savings,36,Yes,607,60K - 80K,3209
4998368509,41,Male,Graduate,Single,Savings,26,Yes,525,60K - 80K,3210
4998368510,57,Male,Graduate,Unknown,Savings,53,Yes,606,60K - 80K,3211
4998368511,44,Male,Graduate,Married,Savings,27,No,686,120K +,3212
4998368512,52,Male,Uneducated,Married,Savings,35,Yes,611,120K +,3213
4998368513,49,Male,High School,Married,Savings,46,Yes,827,60K - 80K,3214
4998368514,52,Male,Unknown,Single,Savings,33,Yes,572,60K - 80K,3215
4998368515,44,Female,Unknown,Divorced,Savings,32,No,726,Unknown,3216
4998368516,63,Male,High School,Married,Savings,31,No,579,60K - 80K,3217
4998368517,44,Male,College,Single,Current,56,Yes,598,60K - 80K,3218
4998368518,53,Male,Uneducated,Single,Savings,36,Yes,663,60K - 80K,3219
4998368519,47,Female,Unknown,Married,Savings,37,Yes,505,40K - 60K,3220
4998368520,49,Male,Graduate,Married,Savings,30,No,576,60K - 80K,3221
4998368521,35,Male,High School,Unknown,Savings,24,No,555,80K - 120K,3222
4998368522,45,Male,College,Married,Savings,30,Yes,524,40K - 60K,3223
4998368523,45,Male,Unknown,Married,Savings,39,No,776,40K - 60K,3224
4998368524,36,Male,College,Single,Savings,41,Yes,645,60K - 80K,3225
4998368525,42,Male,Post-Graduate,Married,Savings,32,No,850,40K - 60K,3226
4998368526,46,Male,Graduate,Divorced,Savings,35,Yes,603,120K +,3227
4998368527,49,Male,Uneducated,Married,Savings,26,Yes,691,40K - 60K,3228
4998368528,50,Male,High School,Divorced,Savings,29,Yes,583,40K - 60K,3229
4998368529,57,Female,Doctorate,Single,Savings,66,Yes,584,Less than 40K,3230
4998368530,46,Female,Graduate,Divorced,Savings,33,Yes,679,Unknown,3231
4998368531,55,Male,High School,Divorced,Savings,36,Yes,646,120K +,3232
4998368532,38,Male,College,Single,Savings,34,Yes,559,40K - 60K,3233
4998368533,35,Female,Graduate,Married,Savings,36,Yes,595,Less than 40K,3234
4998368534,48,Male,Doctorate,Married,Savings,47,Yes,527,60K - 80K,3235
4998368535,57,Male,Graduate,Single,Savings,34,Yes,684,40K - 60K,3236
4998368536,55,Male,Unknown,Single,Savings,32,Yes,673,60K - 80K,3237
4998368537,47,Male,Graduate,Unknown,Savings,38,No,802,80K - 120K,3238
4998368538,37,Male,College,Single,Savings,54,Yes,675,40K - 60K,3239
4998368539,48,Female,Uneducated,Married,Savings,19,Yes,762,Less than 40K,3240
4998368540,49,Female,High School,Married,Savings,50,Yes,580,Unknown,3241
4998368541,49,Male,Post-Graduate,Unknown,Savings,31,Yes,621,60K - 80K,3242
4998368542,48,Female,Graduate,Married,Savings,36,No,411,Less than 40K,3243
4998368543,52,Male,Graduate,Single,Savings,24,No,815,40K - 60K,3244
4998368544,44,Female,Uneducated,Divorced,Savings,32,Yes,631,40K - 60K,3245
4998368545,41,Male,Unknown,Married,Savings,45,No,514,80K - 120K,3246
4998368546,51,Female,Unknown,Single,Savings,57,Yes,638,Less than 40K,3247
4998368547,45,Female,Post-Graduate,Single,Savings,25,Yes,791,Less than 40K,3248
4998368548,49,Female,Unknown,Single,Savings,35,Yes,516,Less than 40K,3249
4998368549,47,Male,Unknown,Single,Current,37,No,734,120K +,3250
4998368550,44,Male,Graduate,Married,Savings,58,No,611,40K - 60K,3251
4998368551,42,Male,Doctorate,Unknown,Savings,43,Yes,850,80K - 120K,3252
4998368552,62,Male,Unknown,Single,Savings,31,Yes,641,80K - 120K,3253
4998368553,32,Male,Unknown,Single,Savings,38,Yes,585,120K +,3254
4998368554,43,Male,Graduate,Single,Savings,50,Yes,552,80K - 120K,3255
4998368555,62,Male,Graduate,Single,Savings,29,No,507,60K - 80K,3256
4998368556,46,Male,Graduate,Married,Savings,38,No,735,40K - 60K,3257
4998368557,62,Female,Unknown,Single,Savings,58,Yes,707,Less than 40K,3258
4998368558,42,Male,Graduate,Married,Savings,36,Yes,698,80K - 120K,3259
4998368559,39,Male,College,Single,Savings,31,Yes,841,80K - 120K,3260
4998368560,59,Male,Graduate,Single,Savings,33,No,688,40K - 60K,3261
4998368561,43,Male,Doctorate,Single,Savings,51,Yes,614,80K - 120K,3262
4998368562,52,Male,Unknown,Divorced,Savings,48,No,511,120K +,3263
4998368563,59,Female,High School,Single,Savings,43,Yes,447,Unknown,3264
4998368564,60,Male,Unknown,Single,Savings,35,Yes,738,60K - 80K,3265
4998368565,48,Female,Uneducated,Divorced,Savings,33,Yes,422,Less than 40K,3266
4998368566,40,Female,College,Divorced,Savings,30,Yes,537,Unknown,3267
4998368567,55,Male,College,Single,Savings,40,Yes,707,80K - 120K,3268
4998368568,48,Male,High School,Single,Savings,54,Yes,690,80K - 120K,3269
4998368569,36,Male,Doctorate,Single,Savings,33,Yes,664,40K - 60K,3270
4998368570,49,Male,High School,Unknown,Savings,33,Yes,850,60K - 80K,3271
4998368571,40,Male,High School,Unknown,Savings,32,No,584,80K - 120K,3272
4998368572,54,Female,Doctorate,Unknown,Savings,59,Yes,728,Less than 40K,3273
4998368573,40,Male,Uneducated,Single,Savings,43,Yes,560,120K +,3274
4998368574,63,Male,College,Single,Savings,31,Yes,629,80K - 120K,3275
4998368575,44,Female,Uneducated,Married,Savings,25,No,658,Less than 40K,3276
4998368576,44,Male,High School,Married,Savings,54,Yes,794,80K - 120K,3277
4998368577,45,Female,Unknown,Married,Savings,41,Yes,790,Less than 40K,3278
4998368578,36,Female,College,Single,Savings,44,Yes,640,Less than 40K,3279
4998368579,45,Female,Graduate,Single,Current,37,Yes,652,40K - 60K,3280
4998368580,38,Male,Unknown,Unknown,Savings,57,No,583,80K - 120K,3281
4998368581,44,Female,Uneducated,Single,Savings,32,Yes,775,Less than 40K,3282
4998368582,35,Male,Doctorate,Single,Savings,39,Yes,584,40K - 60K,3283
4998368583,55,Male,Graduate,Single,Savings,48,Yes,635,120K +,3284
4998368584,61,Female,Graduate,Single,Savings,48,Yes,814,40K - 60K,3285
4998368585,43,Female,Graduate,Married,Savings,43,No,735,Less than 40K,3286
4998368586,40,Female,Unknown,Single,Savings,31,No,678,Less than 40K,3287
4998368587,51,Female,High School,Single,Savings,37,Yes,693,40K - 60K,3288
4998368588,48,Female,Unknown,Single,Savings,30,Yes,640,Unknown,3289
4998368589,64,Male,Graduate,Single,Savings,23,Yes,773,Less than 40K,3290
4998368590,49,Male,Graduate,Married,Savings,30,Yes,736,80K - 120K,3291
4998368591,54,Female,Graduate,Single,Current,28,Yes,693,Less than 40K,3292
4998368592,46,Male,High School,Single,Savings,41,Yes,496,60K - 80K,3293
4998368593,34,Female,Unknown,Single,Savings,39,Yes,751,Less than 40K,3294
4998368594,46,Male,Graduate,Unknown,Savings,39,No,528,80K - 120K,3295
4998368595,48,Male,Uneducated,Married,Savings,19,Yes,754,40K - 60K,3296
4998368596,45,Male,High School,Divorced,Savings,26,Yes,568,60K - 80K,3297
4998368597,65,Female,Uneducated,Single,Savings,41,Yes,592,Less than 40K,3298
4998368598,45,Male,Graduate,Single,Savings,25,Yes,558,40K - 60K,3299
4998368599,40,Female,Unknown,Single,Savings,34,Yes,825,Less than 40K,3300
4998368600,50,Female,High School,Single,Savings,28,Yes,677,Less than 40K,3301
4998368601,40,Male,Post-Graduate,Single,Savings,34,Yes,653,60K - 80K,3302
4998368602,38,Male,High School,Single,Savings,35,Yes,593,120K +,3303
4998368603,36,Male,Graduate,Unknown,Savings,44,Yes,632,Less than 40K,3304
4998368604,54,Female,High School,Single,Savings,35,Yes,601,40K - 60K,3305
4998368605,50,Male,High School,Single,Savings,62,Yes,786,60K - 80K,3306
4998368606,50,Male,High School,Single,Savings,40,Yes,654,80K - 120K,3307
4998368607,41,Male,High School,Married,Savings,38,Yes,572,80K - 120K,3308
4998368608,46,Male,Graduate,Married,Savings,62,No,813,60K - 80K,3309
4998368609,44,Female,High School,Unknown,Savings,28,Yes,523,Unknown,3310
4998368610,50,Male,Graduate,Single,Current,50,Yes,506,120K +,3311
4998368611,45,Male,Graduate,Single,Savings,72,Yes,513,80K - 120K,3312
4998368612,40,Female,College,Married,Savings,31,Yes,664,Less than 40K,3313
4998368613,46,Female,Uneducated,Married,Current,54,Yes,684,Less than 40K,3314
4998368614,48,Male,Unknown,Unknown,Savings,63,Yes,608,60K - 80K,3315
4998368615,47,Male,High School,Married,Savings,25,No,527,40K - 60K,3316
4998368616,42,Male,Graduate,Unknown,Savings,53,Yes,666,80K - 120K,3317
4998368617,43,Female,Graduate,Unknown,Current,71,Yes,779,Unknown,3318
4998368618,49,Female,Graduate,Unknown,Savings,40,Yes,629,Unknown,3319
4998368619,46,Female,Graduate,Married,Savings,35,No,430,Unknown,3320
4998368620,41,Female,Unknown,Married,Savings,24,No,712,Unknown,3321
4998368621,45,Male,Graduate,Divorced,Savings,30,Yes,682,40K - 60K,3322
4998368622,40,Male,Graduate,Married,Savings,41,Yes,634,80K - 120K,3323
4998368623,40,Male,Graduate,Married,Savings,31,Yes,487,80K - 120K,3324
4998368624,49,Male,Graduate,Married,Savings,47,No,808,40K - 60K,3325
4998368625,51,Male,Uneducated,Single,Current,32,Yes,527,120K +,3326
4998368626,43,Female,Graduate,Single,Current,50,No,637,Unknown,3327
4998368627,45,Male,Graduate,Single,Savings,40,Yes,802,80K - 120K,3328
4998368628,38,Male,College,Single,Savings,38,Yes,529,80K - 120K,3329
4998368629,40,Female,Uneducated,Married,Savings,43,No,850,Unknown,3330
4998368630,49,Male,College,Divorced,Savings,18,Yes,738,40K - 60K,3331
4998368631,45,Female,Graduate,Unknown,Current,34,No,817,Less than 40K,3332
4998368632,63,Female,Graduate,Single,Savings,31,No,735,Less than 40K,3333
4998368633,43,Male,Graduate,Single,Savings,41,Yes,619,40K - 60K,3334
4998368634,50,Male,High School,Single,Savings,27,No,671,40K - 60K,3335
4998368635,47,Female,High School,Married,Savings,31,Yes,581,Less than 40K,3336
4998368636,63,Male,Graduate,Single,Savings,36,Yes,690,60K - 80K,3337
